TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-08,2026-05-08,FO,NSE,STO,83333,,ABCAPITAL,,2026-05-26,2026-05-26,345.00,CE,ABCAPITAL26MAY345CE,26.95,27.05,23.25,23.75,23.25,29.50,362.95,23.75,269700,-6200,15,17261110.00,15,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83329,,ABCAPITAL,,2026-05-26,2026-05-26,325.00,CE,ABCAPITAL26MAY325CE,0.00,0.00,0.00,46.90,46.90,46.90,362.95,40.50,49600,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STF,62333,,ABCAPITAL,,2026-06-30,2026-06-30,,,ABCAPITAL26JUNFUT,371.30,371.40,365.55,366.20,366.00,373.00,362.95,366.20,933100,43400,86,98053000.00,80,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83370,,ABCAPITAL,,2026-06-30,2026-06-30,310.00,PE,ABCAPITAL26JUN310PE,0.00,0.00,0.00,29.90,0.00,29.90,362.95,3.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41178,,ABCAPITAL,,2026-05-26,2026-05-26,405.00,PE,ABCAPITAL26MAY405PE,0.00,0.00,0.00,66.75,0.00,66.75,362.95,42.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76147,,ABCAPITAL,,2026-05-26,2026-05-26,370.00,PE,ABCAPITAL26MAY370PE,12.20,14.75,11.45,14.25,14.75,10.85,362.95,14.25,964100,15500,304,360851005.00,299,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83338,,ABCAPITAL,,2026-05-26,2026-05-26,365.00,PE,ABCAPITAL26MAY365PE,9.50,11.85,9.50,11.30,11.85,8.65,362.95,11.30,396800,-65100,337,392333985.00,316,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76069,,ABCAPITAL,,2026-05-26,2026-05-26,320.00,PE,ABCAPITAL26MAY320PE,0.70,0.90,0.65,0.80,0.80,0.60,362.95,0.80,1106700,31000,55,54689115.00,52,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65602,,ABCAPITAL,,2026-06-30,2026-06-30,335.00,CE,ABCAPITAL26JUN335CE,0.00,0.00,0.00,26.05,0.00,26.05,362.95,40.50,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65752,,ABCAPITAL,,2026-07-28,2026-07-28,380.00,CE,ABCAPITAL26JUL380CE,0.00,0.00,0.00,14.25,0.00,14.25,362.95,22.75,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76057,,ABCAPITAL,,2026-05-26,2026-05-26,260.00,PE,ABCAPITAL26MAY260PE,0.00,0.00,0.00,0.40,0.40,0.40,362.95,0.00,34100,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65629,,ABCAPITAL,,2026-06-30,2026-06-30,415.00,PE,ABCAPITAL26JUN415PE,0.00,0.00,0.00,76.50,0.00,76.50,362.95,55.45,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83384,,ABCAPITAL,,2026-06-30,2026-06-30,380.00,PE,ABCAPITAL26JUN380PE,0.00,0.00,0.00,84.25,0.00,84.25,362.95,30.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83335,,ABCAPITAL,,2026-05-26,2026-05-26,355.00,CE,ABCAPITAL26MAY355CE,19.50,19.60,15.60,16.30,15.60,20.85,362.95,16.30,328600,0,59,68153500.00,59,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83374,,ABCAPITAL,,2026-06-30,2026-06-30,330.00,PE,ABCAPITAL26JUN330PE,5.20,5.20,5.20,5.20,5.20,5.20,362.95,8.05,9300,3100,1,1039120.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76060,,ABCAPITAL,,2026-05-26,2026-05-26,280.00,CE,ABCAPITAL26MAY280CE,0.00,0.00,0.00,75.65,75.65,75.65,362.95,83.80,12400,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83250,,ABCAPITAL,,2026-05-26,2026-05-26,315.00,CE,ABCAPITAL26MAY315CE,0.00,0.00,0.00,43.00,43.00,43.00,362.95,49.60,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76078,,ABCAPITAL,,2026-05-26,2026-05-26,370.00,CE,ABCAPITAL26MAY370CE,10.80,11.30,8.30,8.90,8.30,12.00,362.95,8.90,1540700,254200,735,865687865.00,707,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35356,,ABCAPITAL,,2026-05-26,2026-05-26,385.00,CE,ABCAPITAL26MAY385CE,5.00,5.55,4.05,4.30,4.10,6.00,362.95,4.30,427800,71300,180,217563580.00,159,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65600,,ABCAPITAL,,2026-06-30,2026-06-30,325.00,CE,ABCAPITAL26JUN325CE,0.00,0.00,0.00,31.50,0.00,31.50,362.95,47.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35358,,ABCAPITAL,,2026-05-26,2026-05-26,395.00,CE,ABCAPITAL26MAY395CE,2.95,3.25,2.40,2.45,2.40,3.60,362.95,2.45,173600,34100,37,45634480.00,30,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65749,,ABCAPITAL,,2026-07-28,2026-07-28,360.00,PE,ABCAPITAL26JUL360PE,0.00,0.00,0.00,37.10,0.00,37.10,362.95,23.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35361,,ABCAPITAL,,2026-06-30,2026-06-30,390.00,PE,ABCAPITAL26JUN390PE,0.00,0.00,0.00,83.95,0.00,83.95,362.95,36.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83386,,ABCAPITAL,,2026-06-30,2026-06-30,400.00,PE,ABCAPITAL26JUN400PE,0.00,0.00,0.00,32.70,32.70,32.70,362.95,43.90,12400,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65619,,ABCAPITAL,,2026-06-30,2026-06-30,365.00,PE,ABCAPITAL26JUN365PE,13.85,13.85,13.85,13.85,13.85,36.90,362.95,21.85,3100,3100,1,1174435.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35359,,ABCAPITAL,,2026-05-26,2026-05-26,395.00,PE,ABCAPITAL26MAY395PE,0.00,0.00,0.00,88.90,0.00,88.90,362.95,34.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83334,,ABCAPITAL,,2026-05-26,2026-05-26,345.00,PE,ABCAPITAL26MAY345PE,3.40,4.20,3.20,3.95,4.00,2.85,362.95,3.95,607600,-9300,119,128612335.00,91,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76073,,ABCAPITAL,,2026-05-26,2026-05-26,340.00,PE,ABCAPITAL26MAY340PE,2.50,3.05,2.35,2.90,2.90,2.05,362.95,2.90,1329900,3100,259,275144995.00,171,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76056,,ABCAPITAL,,2026-05-26,2026-05-26,260.00,CE,ABCAPITAL26MAY260CE,0.00,0.00,0.00,86.40,86.40,86.40,362.95,103.70,6200,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83249,,ABCAPITAL,,2026-05-26,2026-05-26,305.00,PE,ABCAPITAL26MAY305PE,0.00,0.00,0.00,0.30,0.30,0.30,362.95,0.30,65100,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83378,,ABCAPITAL,,2026-06-30,2026-06-30,350.00,PE,ABCAPITAL26JUN350PE,9.40,10.50,9.40,10.30,10.20,8.60,362.95,10.30,102300,12400,17,18986260.00,17,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83336,,ABCAPITAL,,2026-05-26,2026-05-26,355.00,PE,ABCAPITAL26MAY355PE,5.30,7.30,5.30,6.95,7.10,5.10,362.95,6.95,489800,-130200,285,319223120.00,274,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65740,,ABCAPITAL,,2026-07-28,2026-07-28,330.00,CE,ABCAPITAL26JUL330CE,0.00,0.00,0.00,33.90,0.00,33.90,362.95,49.30,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65622,,ABCAPITAL,,2026-06-30,2026-06-30,385.00,CE,ABCAPITAL26JUN385CE,0.00,0.00,0.00,8.60,0.00,8.60,362.95,15.00,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83371,,ABCAPITAL,,2026-06-30,2026-06-30,320.00,CE,ABCAPITAL26JUN320CE,0.00,0.00,0.00,48.00,48.00,48.00,362.95,51.50,3100,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76148,,ABCAPITAL,,2026-05-26,2026-05-26,380.00,CE,ABCAPITAL26MAY380CE,7.45,7.45,5.15,5.45,5.20,7.65,362.95,5.45,1900300,52700,851,1019029675.00,707,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83339,,ABCAPITAL,,2026-05-26,2026-05-26,375.00,CE,ABCAPITAL26MAY375CE,8.80,8.90,6.70,7.05,6.75,9.50,362.95,7.05,678900,102300,428,508232445.00,391,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76172,,ABCAPITAL,,2026-05-26,2026-05-26,410.00,CE,ABCAPITAL26MAY410CE,1.25,1.50,1.20,1.25,1.20,1.70,362.95,1.25,359600,-24800,104,132605290.00,83,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STF,61097,,ABCAPITAL,,2026-07-28,2026-07-28,,,ABCAPITAL26JULFUT,370.50,370.50,366.55,367.55,366.55,377.30,362.95,367.55,117800,0,8,9143605.00,8,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65743,,ABCAPITAL,,2026-07-28,2026-07-28,340.00,PE,ABCAPITAL26JUL340PE,0.00,0.00,0.00,25.70,0.00,25.70,362.95,15.15,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65739,,ABCAPITAL,,2026-07-28,2026-07-28,320.00,PE,ABCAPITAL26JUL320PE,0.00,0.00,0.00,16.60,0.00,16.60,362.95,8.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83376,,ABCAPITAL,,2026-06-30,2026-06-30,340.00,PE,ABCAPITAL26JUN340PE,6.50,7.50,6.50,6.60,6.60,5.80,362.95,11.10,120900,9300,4,4301560.00,4,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65620,,ABCAPITAL,,2026-06-30,2026-06-30,375.00,CE,ABCAPITAL26JUN375CE,0.00,0.00,0.00,10.95,0.00,10.95,362.95,18.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83381,,ABCAPITAL,,2026-06-30,2026-06-30,370.00,CE,ABCAPITAL26JUN370CE,18.80,18.80,16.10,16.30,16.50,20.00,362.95,16.30,55800,0,5,6000360.00,5,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83373,,ABCAPITAL,,2026-06-30,2026-06-30,330.00,CE,ABCAPITAL26JUN330CE,0.00,0.00,0.00,11.40,0.00,11.40,362.95,44.00,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83367,,ABCAPITAL,,2026-06-30,2026-06-30,300.00,CE,ABCAPITAL26JUN300CE,0.00,0.00,0.00,21.75,0.00,21.75,362.95,68.10,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76174,,ABCAPITAL,,2026-05-26,2026-05-26,420.00,CE,ABCAPITAL26MAY420CE,0.80,0.80,0.65,0.75,0.70,1.05,362.95,0.75,275900,21700,53,69129535.00,45,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76066,,ABCAPITAL,,2026-05-26,2026-05-26,310.00,CE,ABCAPITAL26MAY310CE,0.00,0.00,0.00,57.50,57.50,57.50,362.95,54.35,46500,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83241,,ABCAPITAL,,2026-05-26,2026-05-26,295.00,PE,ABCAPITAL26MAY295PE,0.00,0.00,0.00,0.20,0.20,0.20,362.95,0.10,89900,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76075,,ABCAPITAL,,2026-05-26,2026-05-26,350.00,PE,ABCAPITAL26MAY350PE,4.20,5.55,4.00,5.25,5.50,3.80,362.95,5.25,1621300,-74400,303,333339280.00,254,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65734,,ABCAPITAL,,2026-07-28,2026-07-28,300.00,PE,ABCAPITAL26JUL300PE,0.00,0.00,0.00,9.80,0.00,9.80,362.95,4.65,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65759,,ABCAPITAL,,2026-07-28,2026-07-28,410.00,PE,ABCAPITAL26JUL410PE,0.00,0.00,0.00,73.75,0.00,73.75,362.95,54.55,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83242,,ABCAPITAL,,2026-05-26,2026-05-26,305.00,CE,ABCAPITAL26MAY305CE,62.80,62.80,62.35,62.35,62.35,41.00,362.95,59.15,12400,9300,6,6836895.00,2,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76068,,ABCAPITAL,,2026-05-26,2026-05-26,320.00,CE,ABCAPITAL26MAY320CE,0.00,0.00,0.00,50.90,50.90,50.90,362.95,45.00,49600,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76156,,ABCAPITAL,,2026-05-26,2026-05-26,390.00,CE,ABCAPITAL26MAY390CE,3.75,4.40,3.25,3.35,3.30,4.65,362.95,3.35,1302000,68200,305,372368590.00,222,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65626,,ABCAPITAL,,2026-06-30,2026-06-30,405.00,CE,ABCAPITAL26JUN405CE,0.00,0.00,0.00,5.15,0.00,5.15,362.95,9.30,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65742,,ABCAPITAL,,2026-07-28,2026-07-28,340.00,CE,ABCAPITAL26JUL340CE,0.00,0.00,0.00,28.90,0.00,28.90,362.95,42.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83239,,ABCAPITAL,,2026-05-26,2026-05-26,285.00,PE,ABCAPITAL26MAY285PE,0.00,0.00,0.00,1.05,1.05,1.05,362.95,0.05,43400,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76063,,ABCAPITAL,,2026-05-26,2026-05-26,290.00,PE,ABCAPITAL26MAY290PE,0.25,0.25,0.25,0.25,0.25,0.15,362.95,0.10,105400,0,1,899775.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65616,,ABCAPITAL,,2026-06-30,2026-06-30,355.00,CE,ABCAPITAL26JUN355CE,0.00,0.00,0.00,17.25,0.00,17.25,362.95,28.20,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76175,,ABCAPITAL,,2026-05-26,2026-05-26,420.00,PE,ABCAPITAL26MAY420PE,0.00,0.00,0.00,70.60,0.00,70.60,362.95,56.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65744,,ABCAPITAL,,2026-07-28,2026-07-28,350.00,CE,ABCAPITAL26JUL350CE,0.00,0.00,0.00,24.45,0.00,24.45,362.95,36.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65738,,ABCAPITAL,,2026-07-28,2026-07-28,320.00,CE,ABCAPITAL26JUL320CE,0.00,0.00,0.00,39.45,0.00,39.45,362.95,56.30,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65628,,ABCAPITAL,,2026-06-30,2026-06-30,415.00,CE,ABCAPITAL26JUN415CE,0.00,0.00,0.00,3.95,0.00,3.95,362.95,7.20,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41191,,ABCAPITAL,,2026-06-30,2026-06-30,410.00,CE,ABCAPITAL26JUN410CE,5.95,5.95,5.95,5.95,5.95,5.50,362.95,8.20,9300,3100,1,1289445.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41179,,ABCAPITAL,,2026-05-26,2026-05-26,415.00,CE,ABCAPITAL26MAY415CE,1.05,1.10,0.90,0.95,0.90,1.30,362.95,0.95,341000,43400,39,50289750.00,32,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76076,,ABCAPITAL,,2026-05-26,2026-05-26,360.00,CE,ABCAPITAL26MAY360CE,16.00,16.85,12.75,13.50,12.75,17.65,362.95,13.50,957900,62000,283,328917595.00,271,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76070,,ABCAPITAL,,2026-05-26,2026-05-26,330.00,CE,ABCAPITAL26MAY330CE,0.00,0.00,0.00,43.00,43.00,43.00,362.95,36.15,161200,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76155,,ABCAPITAL,,2026-05-26,2026-05-26,380.00,PE,ABCAPITAL26MAY380PE,18.15,21.25,18.00,20.65,21.20,16.55,362.95,20.65,204600,0,66,81676165.00,66,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41192,,ABCAPITAL,,2026-06-30,2026-06-30,410.00,PE,ABCAPITAL26JUN410PE,0.00,0.00,0.00,73.10,0.00,73.10,362.95,51.50,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65621,,ABCAPITAL,,2026-06-30,2026-06-30,375.00,PE,ABCAPITAL26JUN375PE,0.00,0.00,0.00,43.90,0.00,43.90,362.95,27.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65627,,ABCAPITAL,,2026-06-30,2026-06-30,405.00,PE,ABCAPITAL26JUN405PE,0.00,0.00,0.00,67.85,0.00,67.85,362.95,47.65,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65750,,ABCAPITAL,,2026-07-28,2026-07-28,370.00,CE,ABCAPITAL26JUL370CE,0.00,0.00,0.00,17.20,0.00,17.20,362.95,26.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83388,,ABCAPITAL,,2026-06-30,2026-06-30,420.00,PE,ABCAPITAL26JUN420PE,0.00,0.00,0.00,121.30,0.00,121.30,362.95,59.50,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65757,,ABCAPITAL,,2026-07-28,2026-07-28,400.00,PE,ABCAPITAL26JUL400PE,0.00,0.00,0.00,65.65,0.00,65.65,362.95,47.40,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83332,,ABCAPITAL,,2026-05-26,2026-05-26,335.00,PE,ABCAPITAL26MAY335PE,1.75,2.25,1.70,1.95,1.95,1.50,362.95,1.95,375100,-27900,46,48043955.00,36,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41180,,ABCAPITAL,,2026-05-26,2026-05-26,415.00,PE,ABCAPITAL26MAY415PE,0.00,0.00,0.00,75.70,0.00,75.70,362.95,52.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76064,,ABCAPITAL,,2026-05-26,2026-05-26,300.00,CE,ABCAPITAL26MAY300CE,67.00,67.00,63.90,64.35,63.90,60.30,362.95,64.35,40300,-3100,3,3396670.00,3,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STF,66075,,ABCAPITAL,,2026-05-26,2026-05-26,,,ABCAPITAL26MAYFUT,369.55,370.40,362.75,364.15,363.10,370.95,362.95,364.15,38195100,-145700,1523,1729681890.00,1382,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83368,,ABCAPITAL,,2026-06-30,2026-06-30,300.00,PE,ABCAPITAL26JUN300PE,1.60,1.60,1.40,1.45,1.45,1.35,362.95,1.45,192200,0,4,3738135.00,4,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76071,,ABCAPITAL,,2026-05-26,2026-05-26,330.00,PE,ABCAPITAL26MAY330PE,1.20,1.65,1.20,1.50,1.50,1.10,362.95,1.50,585900,80600,161,165421580.00,126,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83387,,ABCAPITAL,,2026-06-30,2026-06-30,420.00,CE,ABCAPITAL26JUN420CE,0.00,0.00,0.00,1.10,0.00,1.10,362.95,6.30,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35360,,ABCAPITAL,,2026-06-30,2026-06-30,390.00,CE,ABCAPITAL26JUN390CE,0.00,0.00,0.00,7.25,7.25,7.25,362.95,13.35,3100,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83377,,ABCAPITAL,,2026-06-30,2026-06-30,350.00,CE,ABCAPITAL26JUN350CE,0.00,0.00,0.00,31.70,31.70,31.70,362.95,31.00,37200,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83369,,ABCAPITAL,,2026-06-30,2026-06-30,310.00,CE,ABCAPITAL26JUN310CE,0.00,0.00,0.00,17.70,0.00,17.70,362.95,59.55,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65623,,ABCAPITAL,,2026-06-30,2026-06-30,385.00,PE,ABCAPITAL26JUN385PE,0.00,0.00,0.00,51.50,0.00,51.50,362.95,33.50,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83380,,ABCAPITAL,,2026-06-30,2026-06-30,360.00,PE,ABCAPITAL26JUN360PE,13.50,14.90,13.20,14.55,14.55,12.15,362.95,14.55,89900,15500,9,10428710.00,9,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65599,,ABCAPITAL,,2026-06-30,2026-06-30,315.00,PE,ABCAPITAL26JUN315PE,2.60,2.60,2.60,2.60,2.60,11.20,362.95,4.65,6200,6200,2,1969120.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76173,,ABCAPITAL,,2026-05-26,2026-05-26,410.00,PE,ABCAPITAL26MAY410PE,0.00,0.00,0.00,62.50,0.00,62.50,362.95,47.45,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76171,,ABCAPITAL,,2026-05-26,2026-05-26,400.00,PE,ABCAPITAL26MAY400PE,35.00,37.50,33.50,37.50,37.50,31.80,362.95,38.55,83700,18600,21,28346245.00,16,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76077,,ABCAPITAL,,2026-05-26,2026-05-26,360.00,PE,ABCAPITAL26MAY360PE,7.10,9.40,7.00,8.80,9.40,6.65,362.95,8.80,620000,-124000,572,652864650.00,507,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83237,,ABCAPITAL,,2026-05-26,2026-05-26,275.00,PE,ABCAPITAL26MAY275PE,0.10,0.15,0.10,0.15,0.15,0.10,362.95,0.15,93000,6200,12,10234185.00,5,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65615,,ABCAPITAL,,2026-06-30,2026-06-30,345.00,PE,ABCAPITAL26JUN345PE,0.00,0.00,0.00,24.60,0.00,24.60,362.95,12.90,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65745,,ABCAPITAL,,2026-07-28,2026-07-28,350.00,PE,ABCAPITAL26JUL350PE,0.00,0.00,0.00,15.00,15.00,15.00,362.95,19.15,15500,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65751,,ABCAPITAL,,2026-07-28,2026-07-28,370.00,PE,ABCAPITAL26JUL370PE,0.00,0.00,0.00,43.60,0.00,43.60,362.95,28.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65755,,ABCAPITAL,,2026-07-28,2026-07-28,390.00,PE,ABCAPITAL26JUL390PE,0.00,0.00,0.00,57.90,0.00,57.90,362.95,40.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,35357,,ABCAPITAL,,2026-05-26,2026-05-26,385.00,PE,ABCAPITAL26MAY385PE,0.00,0.00,0.00,19.95,19.80,19.95,362.95,26.50,31000,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,65733,,ABCAPITAL,,2026-07-28,2026-07-28,300.00,CE,ABCAPITAL26JUL300CE,0.00,0.00,0.00,52.40,0.00,52.40,362.95,71.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,76065,,ABCAPITAL,,2026-05-26,2026-05-26,300.00,PE,ABCAPITAL26MAY300PE,0.25,0.30,0.20,0.30,0.25,0.25,362.95,0.30,1494200,-27900,22,20478135.00,13,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83385,,ABCAPITAL,,2026-06-30,2026-06-30,400.00,CE,ABCAPITAL26JUN400CE,7.55,7.60,6.55,6.75,6.55,8.60,362.95,6.75,207700,-31000,21,26494615.00,19,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83383,,ABCAPITAL,,2026-06-30,2026-06-30,380.00,CE,ABCAPITAL26JUN380CE,12.80,12.80,12.80,12.80,12.80,17.35,362.95,16.75,3100,0,1,1217680.00,1,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,41177,,ABCAPITAL,,2026-05-26,2026-05-26,405.00,CE,ABCAPITAL26MAY405CE,2.00,2.00,1.50,1.55,1.50,2.15,362.95,1.55,356500,49600,45,56730465.00,35,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83375,,ABCAPITAL,,2026-06-30,2026-06-30,340.00,CE,ABCAPITAL26JUN340CE,0.00,0.00,0.00,26.20,26.20,26.20,362.95,37.15,0,0,0,0.00,0,F1,3100,,,,,
2026-05-08,2026-05-08,FO,NSE,STO,83379,,ABCAPITAL,,2026-06-30,2026-06-30,360.00,CE,ABCAPITAL26JUN360CE,0.00,0.00,0.00,27.60,27.60,27.60,362.95,25.55,15500,0,0,0.00,0,F1,3100,,,,,
