entry_ts,exit_ts,side,qty,entry,exit,pnl,gross,reason,bars_held,regime
2025-10-20 12:25:00+05:30,2025-10-20 12:36:00+05:30,BUY,2,58131.25,58202.9,2109.5000000000437,2149.5000000000437,TIME,11,RANGE
2025-10-24 11:32:00+05:30,2025-10-24 11:44:00+05:30,BUY,2,57767.549999999996,57815.9,1410.5000000001746,1450.5000000001746,TIME,12,CHOP
2025-10-27 10:05:00+05:30,2025-10-27 10:20:00+05:30,BUY,2,57933.85,58103.85,5060.0,5100.0,TIME,15,RANGE
2025-11-06 11:15:00+05:30,2025-11-06 11:51:00+05:30,BUY,2,57628.799999999996,57624.1,-180.9999999999127,-140.9999999999127,TIME,36,RANGE
2025-11-12 11:36:00+05:30,2025-11-12 11:46:00+05:30,SELL,2,58343.8,58329.85,378.50000000013097,418.50000000013097,TIME,10,RANGE
2025-12-08 10:52:00+05:30,2025-12-08 11:07:00+05:30,BUY,2,59517.6,59440.55,-2351.499999999869,-2311.499999999869,TIME,15,RANGE
2025-12-10 13:55:00+05:30,2025-12-10 14:15:00+05:30,BUY,2,58998.049999999996,58891.4,-3239.4999999998254,-3199.4999999998254,TIME,20,CHOP
2025-12-11 10:11:00+05:30,2025-12-11 10:36:00+05:30,SELL,2,58976.0,59166.799999999996,-5763.999999999869,-5723.999999999869,TIME,25,CHOP
2026-01-05 11:12:00+05:30,2026-01-05 11:15:00+05:30,BUY,2,60282.65,60314.55,917.0000000000437,957.0000000000437,TARGET,3,RANGE
2026-01-09 14:43:00+05:30,2026-01-09 14:46:00+05:30,BUY,2,59185.5,59217.950000000004,933.500000000131,973.500000000131,TARGET,3,RANGE
2026-01-16 14:35:00+05:30,2026-01-16 14:44:00+05:30,SELL,2,60083.950000000004,60104.6,-659.4999999998254,-619.4999999998254,TIME,9,RANGE
2026-02-11 11:11:00+05:30,2026-02-11 11:24:00+05:30,BUY,2,60610.75,60683.55,2144.0000000000873,2184.0000000000873,TARGET,13,RANGE
2026-02-26 14:05:00+05:30,2026-02-26 14:16:00+05:30,BUY,2,60905.25,60977.55,2129.0000000000873,2169.0000000000873,TIME,11,RANGE
2026-03-16 14:13:00+05:30,2026-03-16 14:35:00+05:30,SELL,2,53776.200000000004,54263.25,-14651.499999999869,-14611.499999999869,TIME,22,RANGE
2026-03-17 14:05:00+05:30,2026-03-17 14:16:00+05:30,SELL,2,54695.5,54783.35,-2675.4999999999563,-2635.4999999999563,TIME,11,RANGE
2026-04-08 13:38:00+05:30,2026-04-08 14:03:00+05:30,SELL,2,55509.35,55460.1,1437.5,1477.5,TIME,25,RANGE
2026-04-20 14:27:00+05:30,2026-04-20 14:51:00+05:30,SELL,2,56724.5,56663.85,1779.5000000000437,1819.5000000000437,TIME,24,RANGE
2026-04-23 11:44:00+05:30,2026-04-23 11:54:00+05:30,BUY,2,56530.35,56583.75,1562.0000000000437,1602.0000000000437,TIME,10,RANGE
